INTERFACE_TYPE,ITEM_CLASS,ITEM_CODE,ITEM_SPEC,ITEM_UNITS,ITEM_NAME,INSUR_CODE,INSUR_NAME,OPER,VSDATE,ORGAN_ID,INSUR_XZ,UPLOADPB,INSUR_LEVEL
GZYB,E,120300002,/,袋,氧气袋,YB05043000276,氧气袋,刘芳,,120300002,,,非医保
GZYB,E,120400001,/,次,肌肉注射,60012040000100000000,肌肉注射,刘芳,,120400001,,,甲类
GZYB,E,120400001a,/,次,皮下注射,60012040000100000000,肌肉注射,刘芳,,120400001a,,,甲类
GZYB,E,120400001b,/,次,皮内注射,60012040000100000000,肌肉注射,刘芳,,120400001b,,,甲类
GZYB,E,120400002,/,次,静脉注射,60012040000200000000,静脉注射,刘芳,,120400002,,,甲类
GZYB,E,120400002a,/,次,小儿静脉注射,YB05043002211,小儿静脉注射,刘芳,,120400002a,,,非医保
GZYB,E,120400002b,/,次,静脉采血,60012040000202000000,静脉采血,刘芳,,120400002b,,,甲类
GZYB,E,120400003,/,次,心内注射,60012040000300000000,心内注射,刘芳,,120400003,,,甲类
GZYB,E,120400004,/,次,动脉加压注射,60012040000400000000,动脉加压注射,刘芳,,120400004,,,甲类
GZYB,E,120400004a,/,次,动脉采血,60012040000400000000,动脉加压注射,刘芳,,120400004a,,,甲类
GZYB,E,120400005,/,组,皮下输液,60012040000500000000,皮下输液（第一组）,刘芳,,120400005,,,甲类
GZYB,E,120400006,/,组,静脉输液,60012040000600000000,静脉输液（第一组）,刘芳,,120400006,,,甲类
GZYB,E,120400006b,/,组,输液加组,60012040000601000000,静脉输液（第二组起）,刘芳,,120400006b,,,甲类
GZYB,E,120400006d,/,小时,微量泵输液,69012040000602000000,静脉输液（使用微量泵或输液泵加收）,刘芳,,120400006d,,,甲类
GZYB,E,120400007,/,组,小儿头皮静脉输液,60012040000700000000,小儿头皮静脉输液（第一组）,刘芳,,120400007,,,甲类
GZYB,E,120400008,/,次,静脉高营养治疗,60012040000800000000,静脉高营养治疗,刘芳,,120400008,,,甲类
GZYB,E,120400009,/,次,静脉切开置管术,60012040000900000000,静脉切开置管术,刘芳,,120400009,,,甲类
GZYB,E,120400010,/,次,静脉穿刺置管术,60012040001000000000,静脉穿刺置管术,刘芳,,120400010,,,甲类
GZYB,E,120400011,/,次,中心静脉穿刺置管术,60012040001100000000,中心静脉穿刺置管术,刘芳,,120400011,,,甲类
GZYB,E,120400012,/,次,动脉穿刺置管术,60012040001200000000,动脉穿刺置管术,刘芳,,120400012,,,甲类
GZYB,E,120400013,/,种,抗肿瘤化学药物配置,60012040001300000000,抗肿瘤化学药物配置,刘芳,,120400013,,,甲类
GZYB,E,120500001,/,次,大清创缝合,60012050000100000000,大清创缝合,刘芳,,120500001,,,甲类
GZYB,E,120500002,/,次,中清创缝合,60012050000200000000,中清创缝合,刘芳,,120500002,,,甲类
GZYB,E,120600001,/,次,特大换药,60012060000100000000,特大换药,刘芳,,120600001,,,甲类
GZYB,E,120600002,/,次,大换药,60012060000200000000,大换药,刘芳,,120600002,,,甲类
GZYB,E,120600003,/,次,中换药,60012060000300000000,中换药,刘芳,,120600003,,,甲类
GZYB,E,120600004,/,次,小换药,60012060000400000000,小换药,刘芳,,120600004,,,甲类
GZYB,E,120700001,/,次,雾化吸入,60012070000100000000,雾化吸入,刘芳,,120700001,,,甲类
GZYB,E,120700001a,/,次,超声雾化,61012070000101000000,超声雾化,刘芳,,120700001a,,,乙类
GZYB,E,120700001b,/,次,高压泵,61012070000102000000,高压泵、氧气雾化,刘芳,,120700001b,,,乙类
GZYB,E,120700001c,/,次,氧气雾化,61012070000102000000,高压泵、氧气雾化,刘芳,,120700001c,,,乙类
GZYB,E,120800001,/,次,鼻饲管置管,60012080000100000000,鼻饲管置管,刘芳,,120800001,,,甲类
GZYB,E,120800001a,/,次,鼻饲注食、注药,60012080000101000000,鼻饲管置管（注食、注药、十二指肠灌注加收）,刘芳,,120800001a,,,甲类
GZYB,E,120800002,/,日,肠内高营养治疗,61012080000200000000,肠内高营养治疗,刘芳,,120800002,,,乙类
GZYB,E,120900001,/,日,胃肠减压,60012090000100000000,胃肠减压,刘芳,,120900001,,,甲类
GZYB,E,121000001,/,次,洗胃,60012100000100000000,洗胃,刘芳,,121000001,,,甲类
GZYB,E,121100001b,/,次,冰袋降温,60012110000100000000,一般物理降温,刘芳,,121100001b,,,甲类
GZYB,E,121000001a,/,次,机器洗胃,61012100000101000000,洗胃（机器洗胃加收）,刘芳,,121000001a,,,乙类
GZYB,E,121100001,/,次,一般物理降温,60012110000100000000,一般物理降温,刘芳,,121100001,,,甲类
GZYB,E,121100001a,/,次,酒精擦浴降温,60012110000100000000,一般物理降温,刘芳,,121100001a,,,甲类
GZYB,E,121100002,/,小时,特殊物理降温,61012110000200000000,特殊物理降温,刘芳,,121100002,,,乙类
GZYB,E,121300001,/,次,冷热湿敷,69012130000100000000,冷热湿敷,刘芳,,121300001,,,非医保
GZYB,E,121400001,/,次,引流管冲洗,60012140000100000000,引流管冲洗,刘芳,,121400001,,,甲类
GZYB,E,121400001b,/,天,持续冲洗,61012140000102000000,持续冲洗,刘芳,,121400001b,,,乙类
GZYB,E,121400001c,/,次,更换引流管装置,61012140000101000000,引流管冲洗（更换引流管装置）,刘芳,,121400001c,,,甲类
GZYB,E,121500001,/,次,一般灌肠,60012150000100000000,灌肠,刘芳,,121500001,,,甲类
GZYB,E,121500001a,/,次,保留灌肠,60012150000100000000,灌肠,刘芳,,121500001a,,,甲类
GZYB,E,121400001a,/,次,胸、腹腔冲洗,60012140000101000000,胸、腹腔冲洗,刘芳,,121400001a,,,甲类
GZYB,E,121500002,/,次,清洁灌肠,61012150000200000000,清洁灌肠,刘芳,,121500002,,,乙类
GZYB,C,250203006,/,项,毛细血管脆性试验,60025020300600000000,毛细血管脆性试验,刘芳,,250203006,,,甲类
GZYB,C,250203018,/,项,血块收缩试验,60025020301800000000,血块收缩试验,刘芳,,250203018,,,甲类
GZYB,C,250203020,/,项,血浆凝血酶原时间测定（PT）,60025020302000000000,血浆凝血酶原时间测定(PT),刘芳,,250203020,,,甲类
GZYB,C,250301002,/,次,血清白蛋白测定,60025030100200000000,血清白蛋白测定,刘芳,,250301002,,,甲类
GZYB,C,250301010,/,次,脑脊液总蛋白测定,60025030101000000000,脑脊液总蛋白测定,刘芳,,250301010,,,甲类
GZYB,C,250203025,/,项,活化部分凝血活酶时间测定（APTT）,60025020302500000000,活化部分凝血活酶时间测定(APTT),刘芳,,250203025,,,甲类
GZYB,C,250301007,/,次,血清转铁蛋白测定(化学发光法）,60025030100700000000,血清转铁蛋白测定,刘芳,,250301007,,,甲类
GZYB,C,250203035,/,项,凝血酶时间测定（TT）,60025020303500000000,凝血酶时间测定(TT),刘芳,,250203035,,,甲类
GZYB,C,250301001,/,次,血清总蛋白测定,60025030100100000000,血清总蛋白测定,刘芳,,250301001,,,甲类
GZYB,C,250303009,/,项,血清载脂蛋白B测定,60025030300900000000,血清载脂蛋白B测定,刘芳,,250303009,,,甲类
GZYB,C,250302001e,/,次,葡萄糖测定,60025030200100000000,葡萄糖测定,刘芳,,250302001e,,,甲类
GZYB,C,250302001,/,次,葡萄糖测定(空腹),60025030200100000000,葡萄糖测定,刘芳,,250302001,,,甲类
GZYB,C,250302002,/,次,血清果糖胺测定,60025030200200000000,血清果糖胺测定,刘芳,,250302002,,,甲类
GZYB,C,250203040,/,项,血浆鱼精蛋白副凝试验（3P）,60025020304000000000,血浆鱼精蛋白副凝试验(3P),刘芳,,250203040,,,甲类
GZYB,C,250203030,/,项,血浆纤维蛋白原测定（Fig）,60025020303000000000,血浆纤维蛋白原测定,刘芳,,250203030,,,甲类
GZYB,C,250302001a,/,次,葡萄糖测定(1小时),60025030200100000000,葡萄糖测定,刘芳,,250302001a,,,甲类
GZYB,C,250302003,/,次,糖化血红蛋白测定,60025030200300000000,糖化血红蛋白测定,刘芳,,250302003,,,甲类
GZYB,C,250302008,/,项,血浆乳酸测定,60025030200800000000,血浆乳酸测定,刘芳,,250302008,,,甲类
GZYB,C,250303002,/,项,血清甘油三脂测定,60025030300200000000,血清甘油三酯测定,刘芳,,250303002,,,甲类
GZYB,C,250303005,/,项,血清低密度脂蛋白蛋固醇测定（LDL－C）,60025030300500000000,血清低密度脂蛋白胆固醇测定,刘芳,,250303005,,,甲类
GZYB,C,250303004,/,项,血清高密度脂蛋白蛋固醇测定,60025030300400000000,血清高密度脂蛋白胆固醇测定,刘芳,,250303004,,,甲类
GZYB,C,250303013,/,项,血清载脂蛋白a测定,60025030301300000000,血清载脂蛋白α测定,刘芳,,250303013,,,甲类
GZYB,C,250303001,/,项,血清总胆固醇测定,60025030300100000000,血清总胆固醇测定,刘芳,,250303001,,,甲类
GZYB,Z,480000005,/,次,煎药机煎药,61048000000500000000,煎药机煎药,刘芳,,480000005,,,乙类
GZYB,C,250304001,/,项,钾测定,60025030400100000000,钾测定,刘芳,,250304001,,,甲类
GZYB,C,250304002,/,项,钠测定,60025030400200000000,钠测定,刘芳,,250304002,,,甲类
GZYB,C,250302001c,/,次,葡萄糖测定(2小时),60025030200100000000,葡萄糖测定,刘芳,,250302001c,,,甲类
GZYB,C,250302001b,/,次,葡萄糖测定(干化学法),60025030200100000000,葡萄糖测定,刘芳,,250302001b,,,甲类
GZYB,C,250304003,/,项,氯测定,60025030400300000000,氯测定,刘芳,,250304003,,,甲类
GZYB,F,331601013,/,单侧,乳腺假体取出术,69033160101300000000,乳腺假体取出术,兰慧,,331601013,,,非医保
GZYB,F,331601014,/,单侧,巨乳缩小整形术,69033160101400000000,巨乳缩小整形术,兰慧,,331601014,,,非医保
GZYB,F,331602001,/,次,脓肿切开引流术,60033160200100000000,脓肿切开引流术,兰慧,,331602001,,,甲类
GZYB,F,331602002,/,次,体表异物取出术,60033160200200000000,体表异物取出术,兰慧,,331602002,,,甲类
GZYB,F,331602004,/,每个,浅表肿物切除术,60033160200400000000,浅表肿物切除术,兰慧,,331602004,,,甲类
GZYB,F,331602005,/,次,海绵状血管瘤切除术（大）,60033160200500000000,海绵状血管瘤切除术(大),兰慧,,331602005,,,甲类
GZYB,F,331602006,/,次,海绵状血管瘤切除术（中）,60033160200600000000,海绵状血管瘤切除术(中),兰慧,,331602006,,,甲类
GZYB,F,331602007,/,次,海绵状血管瘤切除术（小）,60033160200700000000,海绵状血管瘤切除术(小),兰慧,,331602007,,,甲类
GZYB,F,331602008,/,毫升,脂肪抽吸术（每增加1ml加收）,69033160200801000000,脂肪抽吸术（每增加1ml加收）,兰慧,,331602008,,,非医保
GZYB,F,331602008a,/,毫升,脂肪抽吸术,69033160200800000000,脂肪抽吸术,兰慧,,331602008a,,,非医保
GZYB,F,331602009,/,次,头皮撕脱清创修复术,60033160200900000000,头皮撕脱清创修复术,兰慧,,331602009,,,甲类
GZYB,F,331602011,/,单侧,腋臭切除术,69033160201100000000,腋臭切除术,兰慧,,331602011,,,非医保
GZYB,F,331603011,/,1%体表,取皮术,62033160301100000000,取皮术,兰慧,,331603011,,,丙类
GZYB,F,331603047,/,次,烧伤瘢痕切除缝合术,60033160304700000000,烧伤瘢痕切除缝合术,兰慧,,331603047,,,甲类
GZYB,F,331604001,/,100平方,瘢痕畸形矫正术,60033160400100000000,瘢痕畸形矫正术,兰慧,,331604001,,,甲类
GZYB,F,331604014,/,次,除皱术,69033160401400000000,除皱术,兰慧,,331604014,,,非医保
GZYB,F,331604022,/,次,磨削术,69033160402200000000,磨削术,兰慧,,331604022,,,非医保
GZYB,F,331604028,/,次,游离皮瓣切取移植术,62033160402800000000,游离皮瓣切取移植术,兰慧,,331604028,,,丙类
GZYB,F,331604031,/,次,带蒂肌瓣切取移植术,62033160403100000000,带蒂肌瓣切取移植术,兰慧,,331604031,,,丙类
GZYB,K,120100001,/,小时,重症监护,61012010000100000000,重症监护,刘芳,,120100001,,,乙类
GZYB,K,120100002,/,小时,特级护理,61012010000200000000,特级护理,刘芳,,120100002,,,乙类
GZYB,K,120100003,/,日,I级护理,60012010000300000000,Ⅰ级护理,刘芳,,120100003,,,甲类
GZYB,K,120100005,/,日,III级护理,60012010000500000000,Ⅲ级护理,刘芳,,120100005,,,甲类
GZYB,Z,110100001,/,次,挂号费,69011010000100000000,挂号费,兰慧,,110100001,,,非医保
GZYB,K,120100004,/,日,II级护理,60012010000400000000,Ⅱ级护理,刘芳,,120100004,,,甲类
GZYB,K,120100006,/,日,特殊疾病护理,61012010000600000000,特殊疾病护理,刘芳,,120100006,,,乙类
GZYB,Z,110100001a,/,本,病历手册,69011010000101000000,门诊病历手册,兰慧,,110100001a,,,非医保
GZYB,Z,110200001,/,次,普通门诊诊查费,60011020000100000000,普通门诊诊查费,兰慧,,110200001,,,甲类
GZYB,K,120100007,/,日,新生儿护理,60012010000700000000,新生儿护理,刘芳,,120100007,,,甲类
GZYB,K,120100007a,/,日,早产儿或病儿护理,61012010000701000000,早产儿或病儿护理,刘芳,,120100007a,,,乙类
GZYB,K,120100009,/,日,精神病护理,60012010000900000000,精神病护理,刘芳,,120100009,,,甲类
GZYB,K,120100010,/,日,气管切开护理,60012010001000000000,气管切开护理,刘芳,,120100010,,,甲类
GZYB,K,120100011,/,次,吸痰护理,60012010001100000000,吸痰护理,刘芳,,120100011,,,甲类
GZYB,K,120100012,/,次,造瘘护理,61012010001200000000,造瘘护理,刘芳,,120100012,,,乙类
GZYB,K,120100013,/,次,动静脉置管护理,60012010001300000000,动静脉置管护理,刘芳,,120100013,,,甲类
GZYB,D,310601010,/,项,支气管激发试验,60031060101000000000,支气管激发试验,刘芳,,310601010,,,甲类
GZYB,D,310300014,/,次,三棱镜检查,60031030001400000000,三棱镜检查,刘芳,,310300014,,,甲类
GZYB,D,310402002,/,次,前鼻镜检查,60031040200200000000,前鼻镜检查,刘芳,,310402002,,,甲类
GZYB,D,310300001,/,次,普通视力检查,60031030000100000000,普通视力检查,刘芳,,310300001,,,甲类
GZYB,D,310300013,/,次,斜视度测定,69031030001300000000,斜视度测定,刘芳,,310300013,,,非医保
GZYB,D,310300008,/,次,镜片检测,69031030000800000000,镜片检测,刘芳,,310300008,,,非医保
GZYB,D,310507006,/,次,特殊矫治器复诊处置,69031050700600000000,特殊矫治器复诊处置,刘芳,,310507006,,,非医保
GZYB,D,310300046,/,次,前房深度测量,60031030004600000000,前房深度测量,刘芳,,310300046,,,甲类
GZYB,D,310300002,/,项,特殊视力检查,60031030000200000000,特殊视力检查,刘芳,,310300002,,,甲类
GZYB,D,310501001,/,次,全口牙病系统检查与治疗设计,60031050100100000000,全口牙病系统检查与治疗设计,刘芳,,310501001,,,甲类
GZYB,D,270800006,/,次,显微摄影术,69027080000600000000,显微摄影术,刘芳,,270800006,,,非医保
GZYB,D,310300017,/,次,调节/集合测定,60031030001700000000,调节／集合测定,刘芳,,310300017,,,甲类
GZYB,D,270800007,/,次,疑难病理会诊,69027080000700000000,疑难病理会诊,刘芳,,270800007,,,非医保
GZYB,D,310100011,/,每条,事件相关电位,60031010001100000000,事件相关电位,刘芳,,310100011,,,甲类
GZYB,D,310300025,/,次,注视性质检查,69031030002500000000,注视性质检查,刘芳,,310300025,,,非医保
GZYB,D,270700003,/,次,脱氧核糖核酸（DNA）测序,69027070000300000000,脱氧核糖核酸(DNA)测序,刘芳,,270700003,,,非医保
GZYB,D,310401036,/,次,电耳镜检查,60031040103600000000,电耳镜检查,刘芳,,310401036,,,甲类
GZYB,D,310601012,/,项,支气管舒张试验,60031060101200000000,支气管舒张试验,刘芳,,310601012,,,甲类
GZYB,D,270500002,/,每个标本,免疫组织化学染色诊断,60027050000200000000,免疫组织化学染色诊断,刘芳,,270500002,,,甲类
GZYB,D,310300002a,/,项,特殊视力检查(每增加一项加收),60031030000201000000,特殊视力检查（每增加一项加收）,刘芳,,310300002a,,,甲类
GZYB,D,310300015,/,次,线状镜检查,60031030001500000000,线状镜检查,刘芳,,310300015,,,甲类
GZYB,D,310403007,/,次,间接鼻咽镜检查,60031040300700000000,间接鼻咽镜检查,刘芳,,310403007,,,甲类
GZYB,D,310904001,/,次,直肠镜检查,60031090400100000000,直肠镜检查,刘芳,,310904001,,,甲类
GZYB,D,311400002,/,次,性病检查,69031140000200000000,性病检查,刘芳,,311400002,,,非医保
GZYB,D,310507004,/,次,活动矫治器复诊处置,69031050700400000000,活动矫治器复诊处置,刘芳,,310507004,,,非医保
GZYB,D,310601001,/,次,肺通气功能检查,60031060100100000000,肺通气功能检查,刘芳,,310601001,,,甲类
GZYB,D,310904004,/,次,肛门指检,60031090400400000000,肛门指检,刘芳,,310904004,,,甲类
GZYB,D,310701001,/,次,常规心电图检查(十八导联),61031070100103000000,常规心电图检查（十五、十八导联）,刘芳,,310701001,,,乙类
GZYB,D,310701003,/,次,动态心电图,62031070100300000000,动态心电图,刘芳,,310701003,,,丙类
GZYB,D,310903005,/,次,纤维结肠镜检查,61031090300500000000,纤维结肠镜检查,刘芳,,310903005,,,乙类
GZYB,D,310605002,/,次,纤维支气管镜检查,61031060500200000000,纤维支气管镜检查,刘芳,,310605002,,,乙类
GZYB,D,310904004a,/,次,肛门扩张,60031090400401000000,肛门指检（肛门扩张加收）,刘芳,,310904004a,,,甲类
GZYB,D,310701001b,/,次,常规心电图检查出诊加收,69031070100105000000,常规心电图检查（出诊加收）,刘芳,,310701001b,,,非医保
GZYB,D,311100014,/,次,前列腺针吸细胞学活检术,60031110001400000000,前列腺针吸细胞学活检术,刘芳,,311100014,,,甲类
GZYB,D,340200038,/,次,认知知觉功能障碍训练,60034020003800000000,认知知觉功能障碍训练,刘芳,,340200038,,,甲类
GZYB,D,310701018,/,次,心率变异性分析,60031070101800000000,心率变异性分析（短程或24小时）,刘芳,,310701018,,,甲类
GZYB,D,311202015,/,次,新生儿行为测定,69031120201500000000,新生儿行为测定,刘芳,,311202015,,,非医保
GZYB,D,311202014,/,次,新生儿量表检查,69031120201400000000,新生儿量表检查,刘芳,,311202014,,,非医保
GZYB,D,310701001a,/,次,小儿常规心电图检查(十八导联),61031070100103000000,常规心电图检查（十五、十八导联）,刘芳,,310701001a,,,乙类
GZYB,D,310905007b,/,次,腹腔镜检查(电子镜）,61031090500700000000,腹腔镜检查,刘芳,,310905007b,,,乙类
GZYB,D,3115010019,/,次,日常生活能力评定量表,60034020000300000000,日常生活能力评定,刘芳,,3115010019,,,甲类
GZYB,D,311400005,/,次,皮肤生理指标系统分析,69031140000500000000,皮肤生理指标系统分析,刘芳,,311400005,,,非医保
GZYB,D,311202011,/,次,新生儿经皮胆红素测定,60031120201100000000,新生儿经皮胆红素测定,刘芳,,311202011,,,甲类
GZYB,D,311201023a,/,次,妇科检查,69031120102301000000,产前检查（妇科检查）,刘芳,,311201023a,,,非医保
GZYB,D,311202002,/,次,新生儿测颅压,60031120200200000000,新生儿测颅压,刘芳,,311202002,,,甲类
GZYB,D,311201023,/,次,产前检查,69031120102301000000,产前检查（妇科检查）,刘芳,,311201023,,,非医保
GZYB,D,311201036,/,次,脉冲自动注射促排卵检查,69031120103600000000,脉冲自动注射促排卵检查,刘芳,,311201036,,,非医保
GZYB,D,310601001b,/,次,最大通气量测定每次15%元收取,60031060100101000000,肺通气功能检查(最大通气量测定),刘芳,,310601001b,,,甲类
GZYB,D,311100019,/,次,精液优化处理,69031110001900000000,精液优化处理,刘芳,,311100019,,,非医保
GZYB,D,311201013,/,次,子宫内膜活检术,60031120101300000000,子宫内膜活检术,刘芳,,311201013,,,甲类
GZYB,D,310100005,/,小时,脑电图录像监测,69031010000500000000,脑电图录像监测,刘芳,,310100005,,,非医保
GZYB,D,310300044,/,次,巩膜透照检查,60031030004400000000,巩膜透照检查,刘芳,,310300044,,,甲类
GZYB,D,311201002,/,次,外阴活检术,60031120100200000000,外阴活检术,刘芳,,311201002,,,甲类
GZYB,D,270800002,/,次,宫颈细胞学计算机辅助诊断,61027080000200000000,宫颈细胞学计算机辅助诊断,刘芳,,270800002,,,乙类
GZYB,D,310201001,/,每项,生长激素释放激素兴奋试验,60031020100100000000,生长激素释放激素兴奋试验(GRH),刘芳,,310201001,,,甲类
GZYB,D,310601001a,/,次,床旁肺通气功能检查加收5元,61031060100102000000,肺通气功能检查(床旁肺通气功能检查加收),刘芳,,310601001a,,,甲类
GZYB,D,310201004,/,每项,促性腺释放激素兴奋试验,60031020100400000000,促性腺释放激素兴奋试验(GnRH),刘芳,,310201004,,,甲类
GZYB,D,310100007,/,每条,神经传导速度测定,60031010000700000000,神经传导速度测定,刘芳,,310100007,,,甲类
GZYB,D,311201035,/,次,性交试验（含取精液）,69031120103500000000,性交试验,刘芳,,311201035,,,非医保
GZYB,D,311201004a,/,次,电子阴道镜检查,61031120100401000000,阴道镜检查,刘芳,,311201004a,,,乙类
GZYB,D,210102002b,/,次,加滤线器加收,61021010200103000000,X线摄影（加滤线器加收）,兰慧,,210102002b,,,甲类
GZYB,C,250401029,/,项,淋巴细胞免疫分析,61025040102900000000,淋巴细胞免疫分析,兰慧,,250401029,,,乙类
GZYB,C,250401034,/,次,淋巴细胞主动免疫,61025040102900000000,淋巴细胞免疫分析,兰慧,,250401034,,,乙类
GZYB,C,250307002,/,项,肌酐测定（包括血、尿）,60025030700200000000,肌酐测定,兰慧,,250307002,,,甲类
GZYB,C,250306001,/,项,血清肌酸激酶（CK）测定,60025030600100000000,血清肌酸激酶测定,兰慧,,250306001,,,甲类
GZYB,C,250306002,/,项,血清肌酸激酶－MB同工酶活性测定（CK－MB）,60025030600200000000,血清肌酸激酶－MB同工酶活性测定,兰慧,,250306002,,,甲类
GZYB,C,250304007,/,项,铁测定,60025030400700000000,铁测定,兰慧,,250304007,,,甲类
GZYB,C,250310030,/,项,睾酮测定（化学发光法）,60025031003000000000,睾酮测定,兰慧,,250310030,,,甲类
GZYB,C,250310023,/,项,醛固酮测定,60025031002300000000,醛固酮测定,兰慧,,250310023,,,甲类
GZYB,C,250401019,/,项,总补体测定（CH50）,60025040101900000000,总补体测定(CH50),兰慧,,250401019,,,甲类
GZYB,C,250310037,/,项,孕酮测定（化学发光法）,60025031003700000000,孕酮测定,兰慧,,250310037,,,甲类
GZYB,C,250302001g,/,次,随机葡萄糖测定,60025030200100000000,葡萄糖测定,兰慧,,250302001g,,,甲类
GZYB,C,250401020a,/,项,C3补体测定,60025040102000000000,单项补体测定,兰慧,,250401020a,,,甲类
GZYB,C,250401020b,/,项,C4补体测定,60025040102000000000,单项补体测定,兰慧,,250401020b,,,甲类
GZYB,C,250403001,/,项,甲型肝炎抗体测定,60025040300100000000,甲型肝炎抗体测定(Anti-HAV),兰慧,,250403001,,,甲类
GZYB,C,250403014,/,项,丙型肝炎抗体测定（抗HCV）,60025040301400000000,丙型肝炎抗体测定(Anti-HCV),兰慧,,250403014,,,甲类
GZYB,C,250403015,/,项,丁型肝炎抗体测定（抗HDV）,60025040301500000000,丁型肝炎抗体测定(Anti-HDV),兰慧,,250403015,,,甲类
GZYB,C,250402002,/,项,抗核抗体测定（ANA）,60025040200200000000,抗核抗体测定(ANA),兰慧,,250402002,,,甲类
GZYB,C,250310041a,/,项,血清C肽测定,60025031004100000000,血清C肽测定,兰慧,,250310041a,,,甲类
GZYB,C,250310033,/,项,17α羟孕酮测定(化学发光),61025031003301000000,17α羟孕酮测定,兰慧,,250310033,,,乙类
GZYB,C,250403017,/,项,戊型肝炎抗体测定（抗HEV）,60025040301700000000,戊型肝炎抗体测定(Anti-HEV),兰慧,,250403017,,,甲类
GZYB,C,250403018,/,项,庚型肝炎抗体测定（抗HGVIgG）,60025040301800000000,庚型肝炎IgG抗体测定(Anti-HGVIgG),兰慧,,250403018,,,甲类
GZYB,C,250403020,/,项,弓形虫抗体测定(IgM),69025040302000000000,弓形体抗体测定,兰慧,,250403020,,,非医保
GZYB,C,250305005,/,项,血清总胆汁酸（酶促法）,61025030500502000000,血清总胆汁酸测定（酶促法加收）,兰慧,,250305005,,,乙类
GZYB,C,250305013,/,项,血清骨型碱性磷酸酶质量测定（BALP）,60025030501300000000,血清骨型碱性磷酸酶质量测定,兰慧,,250305013,,,甲类
GZYB,E,311201048,/,次,宫内节育器放置术,69031120104800000000,宫内节育器放置术,兰慧,,311201048,,,非医保
GZYB,C,250306007,/,项,血清a羟丁酸脱氢酶测定,60025030600700000000,血清α羟基丁酸脱氢酶测定,兰慧,,250306007,,,甲类
GZYB,C,250306008,/,项,血清肌钙蛋白T测定,60025030600800000000,血清肌钙蛋白T测定,兰慧,,250306008,,,甲类
GZYB,C,250307005,/,项,血清尿酸（UA）测定,60025030700500000000,血清尿酸测定,兰慧,,250307005,,,甲类
GZYB,F,331201007,/,次,经尿道前列腺气囊扩张术,61033120100700000000,经尿道前列腺气囊扩张术,兰慧,,331201007,,,乙类
GZYB,C,250307006,/,项,尿微量白蛋白测定,60025030700600000000,尿微量白蛋白测定,兰慧,,250307006,,,甲类
GZYB,C,250306009a,/,项,血清肌钙蛋白I测定（化学发光法）,61025030600901000000,血清肌钙蛋白Ⅰ测定,兰慧,,250306009a,,,乙类
GZYB,C,250301014,/,次,B2微球蛋白测定（化学发光法）,60025030101400000000,β2微球蛋白测定,兰慧,,250301014,,,甲类
GZYB,C,250307009,/,项,B2微球蛋白测定,60025030101400000000,β2微球蛋白测定,兰慧,,250307009,,,甲类
GZYB,C,250307028,/,项,血清胱抑素测定,69025030702800000000,血清胱抑素(Cystatin C)测定,兰慧,,250307028,,,非医保
GZYB,C,250309003,/,项,叶酸测定,60025030900300000000,叶酸测定,兰慧,,250309003,,,甲类
GZYB,C,250304013a,/,项,微量元素测定（锌）,60025030401300000000,微量元素测定,兰慧,,250304013a,,,甲类
GZYB,C,250304013b,/,项,微量元素测定（镉）,60025030401300000000,微量元素测定,兰慧,,250304013b,,,甲类
GZYB,C,250304013c,/,项,微量元素测定（硒）,60025030401300000000,微量元素测定,兰慧,,250304013c,,,甲类
GZYB,C,250304013d,/,项,微量元素测定（锶）,60025030401300000000,微量元素测定,兰慧,,250304013d,,,甲类
GZYB,C,250304013e,/,项,微量元素测定（铜）,60025030401300000000,微量元素测定,兰慧,,250304013e,,,甲类
GZYB,C,250309004a,/,项,血清维生素B12测定,60025030900400000000,血清维生素测定,兰慧,,250309004a,,,甲类
GZYB,C,250310002,/,项,血清泌乳素测定（化学发光法）,60025031000200000000,血清泌乳素测定,兰慧,,250310002,,,甲类
GZYB,F,331202007,/,单侧,交通性鞘膜积液修补术,60033120200700000000,交通性鞘膜积液修补术,兰慧,,331202007,,,甲类
GZYB,C,250310004,/,项,血清促卵泡刺激素测定（化学发光法）,60025031000400000000,血清促卵泡刺激素测定,兰慧,,250310004,,,甲类
GZYB,C,250310005,/,项,血清促黄体生成素测定（化学发光法）,60025031000500000000,血清促黄体生成素测定,兰慧,,250310005,,,甲类
GZYB,C,250310006,/,项,血清促肾上腺皮质激素测定,60025031000600000000,血清促肾上腺皮质激素测定,兰慧,,250310006,,,甲类
GZYB,E,120500003,/,次,小清创缝合,60012050000300000000,小清创缝合,兰慧,,120500003,,,甲类
GZYB,E,310604005,/,次,胸腔穿刺术,60031060400500000000,胸腔穿刺术,兰慧,,310604005,,,甲类
GZYB,E,311400044,/,次,烧伤冲洗清创术（大）,60031140004400000000,烧伤冲洗清创术(大),兰慧,,311400044,,,甲类
GZYB,E,311400045,/,次,烧伤冲洗清创术（中）,60031140004500000000,烧伤冲洗清创术(中),兰慧,,311400045,,,甲类
GZYB,E,311400046,/,次,烧伤冲洗清创术（小）,60031140004600000000,烧伤冲洗清创术(小),兰慧,,311400046,,,甲类
GZYB,F,331002007,/,次,胃癌姑息切除术,60033100200700000000,胃癌姑息切除术,兰慧,,331002007,,,甲类
